"","Date","gdp","m2","gov","Y","M","G","Y.lag","M.lag","G.lag","y.growth","m.growth","g.growth","dmg","dgg","dmg1","dgg1","dmg2","dgg2","dmg3","dgg3","mg4","gg4"
"1",1960-01-01,3277.847,1015.3,1062.312,8.09494208341276,6.92293941430718,6.96820294396616,8.07271382884073,6.91790361003395,6.98540497183212,0.0222282545720347,0.00503580427322525,-0.0172020278659577,0.00750750457751259,-0.00899058833741151,-0.0140922313273064,-0.0167264197505332,-0.00155277024177281,-0.00379558685373915,NA,NA,NA,NA
"2",1960-04-01,3260.177,1015.9,1074.24,8.08953676736539,6.9235301980975,6.97936871379167,8.09494208341276,6.92293941430718,6.96820294396616,-0.0054053160473746,0.000590783790321403,0.0111657698255057,-0.00444502048290385,0.0283677976914634,0.00750750457751259,-0.00899058833741151,-0.0140922313273064,-0.0167264197505332,-0.00155277024177281,-0.00379558685373915,0.0131733012647919,0.0123105670757262
"3",1960-07-01,3276.133,1029.1,1100.511,8.09441904243947,6.93643991284205,7.00352989637317,8.08953676736539,6.9235301980975,6.97936871379167,0.00488227507408112,0.0129097147445467,0.0241611825815022,0.0123189309542253,0.0129954127559966,-0.00444502048290385,0.0283677976914634,0.00750750457751259,-0.00899058833741151,-0.0140922313273064,-0.0167264197505332,0.0116205310230191,0.00851498022198705
"4",1960-10-01,3234.087,1040.3,1108.142,8.08150194144497,6.94726441207685,7.01044001794035,8.09441904243947,6.93643991284205,7.00352989637317,-0.0129171009945033,0.0108244992348041,0.00691012156717896,-0.00208521550974261,-0.0172510610143233,0.0123189309542253,0.0129954127559966,-0.00444502048290385,0.0283677976914634,0.00750750457751259,-0.00899058833741151,-0.00247170030428734,-0.00821143952854619
"5",1961-01-01,3255.914,1052.6,1124.596,8.0882283139972,6.95901857291968,7.02517913903157,8.08150194144497,6.94726441207685,7.01044001794035,0.00672637255222774,0.0117541608428287,0.014739121091222,0.000929661608024546,0.00782899952404303,-0.00208521550974261,-0.0172510610143233,0.0123189309542253,0.0129954127559966,-0.00444502048290385,0.0283677976914634,0.00503580427322525,-0.0172020278659577
"6",1961-04-01,3311.181,1073.1,1127.411,8.10506020231707,6.97830693493308,7.0276791325628,8.0882283139972,6.95901857291968,7.02517913903157,0.0168318883198744,0.0192883620134037,0.00249999353122554,0.00753420117057502,-0.0122391275599965,0.000929661608024546,0.00782899952404303,-0.00208521550974261,-0.0172510610143233,0.0123189309542253,0.0129954127559966,0.000590783790321403,0.0111657698255057
"7",1961-07-01,3374.742,1088.2,1151.491,8.12407415594016,6.99228023405183,7.04881290333788,8.10506020231707,6.97830693493308,7.0276791325628,0.0190139536230909,0.0139732991187431,0.0211337707750827,-0.00531506289466055,0.0186337772438572,0.00753420117057502,-0.0122391275599965,0.000929661608024546,0.00782899952404303,-0.00208521550974261,-0.0172510610143233,0.0129097147445467,0.0241611825815022
"8",1961-10-01,3440.924,1104.4,1176.737,8.14349531895084,7.007057480056,7.07050063284398,8.12407415594016,6.99228023405183,7.04881290333788,0.0194211630106746,0.014777246004174,0.0216877295060991,0.00080394688543084,0.00055395873101638,-0.00531506289466055,0.0186337772438572,0.00753420117057502,-0.0122391275599965,0.000929661608024546,0.00782899952404303,0.0108244992348041,0.00691012156717896
"9",1962-01-01,3502.298,1123.5,1199.445,8.16117460345736,7.02420409162538,7.08961422878998,8.14349531895084,7.007057480056,7.07050063284398,0.0176792845065208,0.0171466115693848,0.0191135959459974,0.00236936556521083,-0.00257413356010172,0.00080394688543084,0.00055395873101638,-0.00531506289466055,0.0186337772438572,0.00753420117057502,-0.0122391275599965,0.0117541608428287,0.014739121091222
"10",1962-04-01,3533.947,1143.7,1205.504,8.17017065559684,7.04202389978717,7.09465301574098,8.16117460345736,7.02420409162538,7.08961422878998,0.00899605213948185,0.0178198081617875,0.00503878695100202,0.000673196592402725,-0.0140748089949954,0.00236936556521083,-0.00257413356010172,0.00080394688543084,0.00055395873101638,-0.00531506289466055,0.0186337772438572,0.0192883620134037,0.00249999353122554
"11",1962-07-01,3577.362,1160.8,1233.332,8.18238093626311,7.05686470156998,7.11747472888254,8.17017065559684,7.04202389978717,7.09465301574098,0.0122102806662756,0.0148408017828068,0.0228217131415605,-0.00297900637898074,0.0177829261905584,0.000673196592402725,-0.0140748089949954,0.00236936556521083,-0.00257413356010172,0.00080394688543084,0.00055395873101638,0.0139732991187431,0.0211337707750827
"12",1962-10-01,3589.128,1175.8,1241.851,8.18566455504215,7.06970404596815,7.12435828750283,8.18238093626311,7.05686470156998,7.11747472888254,0.00328361877904015,0.0128393443981762,0.00688355862029155,-0.00200145738463053,-0.0159381545212689,-0.00297900637898074,0.0177829261905584,0.000673196592402725,-0.0140748089949954,0.00236936556521083,-0.00257413356010172,0.014777246004174,0.0216877295060991
"13",1963-01-01,3628.306,1199.7,1225.005,8.19652115166945,7.08982680452088,7.11070020460315,8.18566455504215,7.06970404596815,7.12435828750283,0.0108565966272991,0.0201227585527279,-0.0136580828996813,0.00728341415455169,-0.0205416415199728,-0.00200145738463053,-0.0159381545212689,-0.00297900637898074,0.0177829261905584,0.000673196592402725,-0.0140748089949954,0.0171466115693848,0.0191135959459974
"14",1963-04-01,3669.02,1224.7,1225.904,8.20767987541701,7.11045119502724,7.11143381000451,8.19652115166945,7.08982680452088,7.11070020460315,0.0111587237475597,0.0206243905063594,0.000733605401357806,0.000501631953631509,0.0143916883010391,0.00728341415455169,-0.0205416415199728,-0.00200145738463053,-0.0159381545212689,-0.00297900637898074,0.0177829261905584,0.0178198081617875,0.00503878695100202
"15",1963-07-01,3749.681,1241.8,1280.295,8.22942604867942,7.12431721893079,7.15484579910982,8.20767987541701,7.11045119502724,7.11143381000451,0.0217461732624038,0.0138660239035504,0.0434119891053113,-0.00675836660280904,0.0426783837039535,0.000501631953631509,0.0143916883010391,0.00728341415455169,-0.0205416415199728,-0.00200145738463053,-0.0159381545212689,0.0148408017828068,0.0228217131415605
"16",1963-10-01,3774.264,1262.8,1267.045,8.23596067578719,7.14108675668384,7.14444269665965,8.22942604867942,7.12431721893079,7.15484579910982,0.00653462710777752,0.0167695377530448,-0.0104031024501747,0.00290351384949439,-0.053815091555486,-0.00675836660280904,0.0426783837039535,0.000501631953631509,0.0143916883010391,0.00728341415455169,-0.0205416415199728,0.0128393443981762,0.00688355862029155
"17",1964-01-01,3853.835,1277.3,1270.997,8.25682403539565,7.15250375404873,7.14755691084048,8.23596067578719,7.14108675668384,7.14444269665965,0.0208633596084606,0.0114169973648943,0.00311421418083935,-0.00535254038815047,0.0135173166310141,0.00290351384949439,-0.053815091555486,-0.00675836660280904,0.0426783837039535,0.000501631953631509,0.0143916883010391,0.0201227585527279,-0.0136580828996813
"18",1964-04-01,3895.793,1297.9,1282.412,8.26765253193406,7.16850285269371,7.15649795870633,8.25682403539565,7.15250375404873,7.14755691084048,0.0108284965384104,0.0159990986449818,0.00894104786585004,0.00458210128008751,0.00582683368501069,-0.00535254038815047,0.0135173166310141,0.00290351384949439,-0.053815091555486,-0.00675836660280904,0.0426783837039535,0.0206243905063594,0.000733605401357806
"19",1964-07-01,3956.657,1322.1,1283.929,8.28315475579867,7.18697666051605,7.15768018677087,8.26765253193406,7.16850285269371,7.15649795870633,0.015502223864603,0.0184738078223381,0.00118222806453883,0.00247470917735626,-0.00775881980131121,0.00458210128008751,0.00582683368501069,-0.00535254038815047,0.0135173166310141,0.00290351384949439,-0.053815091555486,0.0138660239035504,0.0434119891053113
"20",1964-10-01,3968.878,1346.7,1283.386,8.28623871408942,7.205412434456,7.15725717673268,8.28315475579867,7.18697666051605,7.15768018677087,0.00308395829075359,0.0184357739399452,-0.000423010038189453,-3.80338823928739e-05,-0.00160523810272828,0.00247470917735626,-0.00775881980131121,0.00458210128008751,0.00582683368501069,-0.00535254038815047,0.0135173166310141,0.0167695377530448,-0.0104031024501747
"21",1965-01-01,4064.915,1366.7,1281.91,8.31014811155419,7.22015435397075,7.15610643220817,8.28623871408942,7.205412434456,7.15725717673268,0.0239093974647666,0.0147419195147585,-0.00115074452451314,-0.00369385442518677,-0.000727734486323683,-3.80338823928739e-05,-0.00160523810272828,0.00247470917735626,-0.00775881980131121,0.00458210128008751,0.00582683368501069,0.0114169973648943,0.00311421418083935
"22",1965-04-01,4116.267,1387.5,1297.074,8.32270196365472,7.23525884562059,7.1678662374306,8.31014811155419,7.22015435397075,7.15610643220817,0.0125538521005275,0.0151044916498346,0.0117598052224253,0.000362572135076178,0.0129105497469384,-0.00369385442518677,-0.000727734486323683,-3.80338823928739e-05,-0.00160523810272828,0.00247470917735626,-0.00775881980131121,0.0159990986449818,0.00894104786585004
"23",1965-07-01,4207.782,1402.5,1340.109,8.34469094699191,7.24601163739685,7.20050623292035,8.32270196365472,7.23525884562059,7.1678662374306,0.0219889833371987,0.0107527917762615,0.0326399954897578,-0.00435169987357309,0.0208801902673326,0.000362572135076178,0.0129105497469384,-0.00369385442518677,-0.000727734486323683,-3.80338823928739e-05,-0.00160523810272828,0.0184738078223381,0.00118222806453883
"24",1965-10-01,4304.731,1430,1365.498,8.36746992942753,7.26542972325395,7.21927447624773,8.34469094699191,7.24601163739685,7.20050623292035,0.0227789824356197,0.0194180858571018,0.0187682433273748,0.00866529408084027,-0.013871752162383,-0.00435169987357309,0.0208801902673326,0.000362572135076178,0.0129105497469384,-0.00369385442518677,-0.000727734486323683,0.0184357739399452,-0.000423010038189453
